customer_id,country,acquisition_channel,device_type,signup_date
2058,CA,Organic,desktop,2024-01-21
2059,NL,Organic,mobile,2024-11-10
2060,CA,Paid Ads,mobile,2024-07-10
2061,SE,Email,mobile,2022-06-06
2062,NL,Organic,mobile,2024-05-30
2063,FR,Organic,desktop,2025-04-25
2064,DE,Organic,desktop,2024-03-24
2065,IN,Paid Ads,mobile,2022-05-13
2066,UK,Organic,mobile,2025-04-05
2067,AU,Organic,desktop,2023-03-08
2068,DE,Email,desktop,2023-06-11
2069,UK,Paid Ads,mobile,2023-01-01
2070,AU,Referral,mobile,2023-09-28
2071,US,Paid Ads,desktop,2025-03-05
2072,DE,Referral,mobile,2024-06-08
2073,BR,Organic,mobile,2023-03-14
2074,DE,Partnership,mobile,2025-07-06
2075,CA,Referral,mobile,2025-07-08
2076,SE,Organic,desktop,2025-06-29
2077,SE,Organic,mobile,2023-05-10
2078,UK,Organic,desktop,2024-03-14
2079,CA,Email,mobile,2025-10-17
2080,US,Paid Ads,mobile,2025-03-21
2081,SE,Paid Ads,mobile,2022-03-14
2082,IN,Organic,desktop,2022-06-13
2083,US,Email,mobile,2024-03-30
2084,CA,Email,mobile,2025-08-06
2085,CA,Paid Ads,mobile,2024-07-02
2086,UK,Paid Ads,desktop,2024-05-12
2087,FR,Email,desktop,2022-09-08
2088,SE,Referral,mobile,2024-11-16
2089,CA,Paid Ads,desktop,2025-05-11
2090,CA,Organic,mobile,2023-12-09
2091,IN,Email,desktop,2025-03-24
2092,DE,Organic,mobile,2025-09-28
2093,DE,Organic,desktop,2023-03-12
2094,CA,Email,desktop,2024-06-13
2095,US,Paid Ads,desktop,2023-07-26
2096,IN,Email,mobile,2025-04-11
2097,US,Paid Ads,mobile,2024-08-17
2098,AU,Partnership,mobile,2024-10-22
2099,FR,Paid Ads,mobile,2025-04-17
2100,DE,Referral,desktop,2023-12-31
2101,DE,Organic,mobile,2025-08-12
2102,IN,Organic,mobile,2024-06-25
2103,NL,Paid Ads,desktop,2022-12-20
2104,US,Referral,mobile,2024-12-29
2105,SE,Organic,mobile,2025-04-12
2106,IN,Paid Ads,mobile,2023-09-09
2107,UK,Organic,mobile,2025-06-16
2108,NL,Organic,mobile,2025-08-03
2109,BR,Referral,mobile,2023-07-10
2110,US,Partnership,mobile,2025-10-16
2111,NL,Organic,desktop,2022-11-17
2112,IN,Paid Ads,mobile,2023-03-09
2113,SE,Partnership,desktop,2023-02-06
2114,UK,Referral,mobile,2025-07-22
2115,FR,Referral,mobile,2024-11-13
2116,NL,Organic,desktop,2022-12-09
2117,FR,Paid Ads,desktop,2024-02-28
2118,CA,Paid Ads,mobile,2024-09-30
2119,DE,Paid Ads,desktop,2022-07-24
2120,AU,Email,desktop,2025-07-11
2121,DE,Paid Ads,mobile,2025-04-22
2122,BR,Organic,mobile,2024-05-21
2123,SE,Partnership,mobile,2025-10-01
2124,UK,Paid Ads,mobile,2024-01-29
2125,FR,Partnership,mobile,2025-10-17
2126,IN,Paid Ads,desktop,2024-11-29
2127,FR,Organic,mobile,2024-10-22
2128,SE,Paid Ads,mobile,2023-01-04
2129,IN,Paid Ads,mobile,2025-07-10
2130,IN,Organic,mobile,2024-02-11
2131,BR,Paid Ads,desktop,2022-12-28
2132,SE,Paid Ads,mobile,2022-02-04
2133,NL,Referral,mobile,2024-07-27
2134,DE,Organic,mobile,2024-06-18
2135,CA,Paid Ads,desktop,2025-01-24
2136,FR,Organic,mobile,2025-07-18
2137,NL,Paid Ads,desktop,2022-07-15
2138,CA,Organic,mobile,2025-02-06
2139,UK,Organic,desktop,2023-02-11
2140,AU,Organic,mobile,2025-06-17
2141,FR,Organic,mobile,2025-05-08
2142,BR,Paid Ads,desktop,2024-07-04
2143,CA,Partnership,mobile,2025-01-14
2144,IN,Paid Ads,desktop,2023-09-05
2145,NL,Paid Ads,mobile,2024-04-08
2146,DE,Partnership,mobile,2025-05-11
2147,BR,Partnership,desktop,2024-03-24
2148,FR,Email,mobile,2023-11-07
2149,SE,Organic,mobile,2024-05-08
2150,NL,Referral,desktop,2025-05-18
2151,BR,Email,mobile,2023-10-06
2152,AU,Email,mobile,2023-01-18
2153,FR,Paid Ads,desktop,2025-01-16
2154,UK,Organic,mobile,2025-05-15
2155,DE,Partnership,mobile,2022-08-29
2156,UK,Paid Ads,desktop,2023-05-12
2157,CA,Paid Ads,desktop,2022-11-20
2158,SE,Paid Ads,mobile,2023-10-24
2159,CA,Paid Ads,mobile,2024-03-12
2160,DE,Organic,mobile,2025-02-24
2161,NL,Organic,mobile,2024-11-10
2162,CA,Partnership,mobile,2024-10-07
2163,SE,Paid Ads,desktop,2023-10-31
2164,US,Paid Ads,mobile,2025-05-31
2165,US,Email,mobile,2024-04-08
2166,BR,Paid Ads,mobile,2025-10-12
2167,BR,Organic,desktop,2024-10-22
2168,FR,Paid Ads,mobile,2022-10-20
2169,BR,Organic,desktop,2024-12-08
2170,AU,Organic,desktop,2023-09-21
2171,BR,Referral,mobile,2024-12-19
2172,AU,Partnership,desktop,2022-06-23
2173,BR,Referral,desktop,2023-01-20
2174,UK,Organic,mobile,2025-06-14
2175,IN,Paid Ads,mobile,2023-04-21
2176,AU,Organic,mobile,2025-05-26
2177,NL,Paid Ads,mobile,2023-07-14
2178,FR,Organic,mobile,2024-11-01
2179,DE,Email,desktop,2024-12-28
2180,AU,Organic,mobile,2024-05-31
2181,CA,Organic,mobile,2023-08-22
2182,IN,Paid Ads,mobile,2023-03-27
2183,UK,Organic,mobile,2022-03-29
2184,US,Referral,desktop,2023-08-20
2185,UK,Partnership,desktop,2024-11-12
2186,BR,Organic,desktop,2025-09-03
2187,FR,Paid Ads,mobile,2025-06-30
2188,IN,Partnership,desktop,2025-03-15
2189,CA,Referral,mobile,2025-04-07
2190,AU,Partnership,desktop,2024-11-25
2191,UK,Organic,mobile,2023-06-14
2192,IN,Organic,mobile,2025-08-04
2193,AU,Organic,mobile,2024-12-02
2194,FR,Organic,mobile,2024-07-28
2195,DE,Referral,mobile,2022-09-19
2196,US,Organic,desktop,2024-03-08
2197,FR,Paid Ads,desktop,2024-03-25
2198,BR,Organic,mobile,2025-06-23
2199,SE,Email,desktop,2024-07-11
2200,DE,Organic,desktop,2023-12-09
2201,BR,Organic,desktop,2025-10-10
2202,UK,Referral,desktop,2022-09-19
2203,DE,Organic,mobile,2024-02-05
2204,BR,Paid Ads,mobile,2022-04-20
2205,DE,Paid Ads,mobile,2025-02-15
2206,FR,Email,mobile,2025-08-15
2207,IN,Referral,desktop,2023-07-15
2208,US,Referral,mobile,2025-06-17
2209,US,Partnership,mobile,2023-08-02
2210,BR,Partnership,mobile,2025-08-08
2211,BR,Referral,desktop,2025-03-02
2212,DE,Paid Ads,desktop,2025-04-24
2213,UK,Referral,mobile,2022-02-18
2214,BR,Paid Ads,mobile,2025-09-27
2215,DE,Partnership,mobile,2025-02-01
2216,NL,Referral,desktop,2023-08-22
2217,US,Organic,mobile,2025-05-19
2218,BR,Organic,desktop,2023-07-17
2219,FR,Organic,desktop,2025-07-01
2220,CA,Organic,desktop,2022-09-23
2221,DE,Organic,desktop,2025-01-07
2222,US,Paid Ads,mobile,2024-07-04
2223,BR,Organic,desktop,2022-08-20
2224,IN,Referral,desktop,2023-05-15
2225,DE,Organic,desktop,2022-02-03
2226,UK,Organic,desktop,2024-04-05
2227,BR,Paid Ads,desktop,2023-08-16
2228,DE,Email,desktop,2024-09-10
2229,BR,Paid Ads,desktop,2023-08-10
2230,SE,Paid Ads,mobile,2023-08-14
2231,CA,Paid Ads,desktop,2025-02-18
2232,AU,Organic,desktop,2022-05-04
2233,AU,Paid Ads,mobile,2025-07-31
2234,SE,Organic,mobile,2025-06-11
2235,DE,Paid Ads,mobile,2024-11-28
2236,UK,Referral,mobile,2024-09-05
2237,BR,Referral,mobile,2025-07-20
2238,DE,Organic,desktop,2023-02-08
2239,IN,Email,mobile,2022-07-14
2240,UK,Organic,mobile,2023-05-11
2241,IN,Organic,mobile,2025-04-13
2242,SE,Organic,desktop,2022-04-02
2243,FR,Paid Ads,mobile,2024-08-23
2244,AU,Organic,mobile,2025-10-27
2245,AU,Referral,mobile,2025-06-14
2246,BR,Email,mobile,2024-06-10
2247,CA,Organic,mobile,2022-06-10
2248,SE,Paid Ads,mobile,2025-05-21
2249,DE,Organic,desktop,2024-09-11
2250,SE,Paid Ads,desktop,2022-09-27
2251,DE,Organic,desktop,2022-08-15
2252,SE,Partnership,desktop,2025-08-06
2253,FR,Paid Ads,desktop,2024-11-30
2254,NL,Email,mobile,2025-05-19
2255,CA,Organic,mobile,2025-07-07
2256,DE,Email,desktop,2024-08-10
2257,CA,Email,mobile,2024-06-06
2258,UK,Referral,desktop,2024-02-15
2259,SE,Partnership,mobile,2023-09-09
2260,BR,Organic,desktop,2024-02-21
2261,US,Paid Ads,mobile,2025-03-23
2262,UK,Referral,mobile,2024-09-15
2263,IN,Paid Ads,desktop,2025-07-21
2264,AU,Email,mobile,2024-03-03
2265,US,Organic,mobile,2024-09-21
2266,FR,Organic,desktop,2024-10-18
2267,SE,Organic,mobile,2024-09-03
2268,NL,Email,mobile,2025-01-06
2269,FR,Partnership,desktop,2023-05-08
2270,DE,Paid Ads,desktop,2024-05-30
2271,US,Paid Ads,mobile,2022-09-06
2272,AU,Referral,mobile,2023-12-15
2273,BR,Referral,desktop,2024-04-29
2274,NL,Organic,mobile,2024-11-11
2275,CA,Referral,desktop,2025-09-15
2276,SE,Paid Ads,mobile,2024-09-13
2277,DE,Paid Ads,mobile,2025-02-19
2278,SE,Organic,mobile,2024-05-23
2279,FR,Email,mobile,2024-10-22
2280,US,Email,mobile,2022-06-26
2281,FR,Referral,desktop,2023-06-04
2282,US,Referral,mobile,2023-11-13
2283,BR,Paid Ads,desktop,2024-04-10
2284,AU,Referral,mobile,2022-04-28
2285,CA,Paid Ads,mobile,2022-11-16
2286,BR,Email,desktop,2023-07-10
2287,UK,Paid Ads,mobile,2025-10-05
2288,AU,Referral,mobile,2023-09-30
2289,BR,Referral,mobile,2024-04-22
2290,NL,Referral,desktop,2023-02-27
2291,SE,Email,desktop,2024-09-25
2292,FR,Paid Ads,mobile,2023-07-16
2293,AU,Email,mobile,2023-03-17
2294,NL,Paid Ads,mobile,2024-06-04
2295,FR,Partnership,mobile,2022-01-16
2296,UK,Email,mobile,2022-01-22
2297,IN,Organic,mobile,2023-04-07
2298,AU,Email,mobile,2022-04-07
2299,NL,Paid Ads,desktop,2022-09-13
2300,FR,Partnership,desktop,2023-10-11
2301,FR,Referral,mobile,2025-04-21
2302,BR,Organic,desktop,2024-08-11
2303,US,Paid Ads,mobile,2024-05-31
2304,BR,Paid Ads,mobile,2023-08-04
2305,NL,Email,desktop,2025-08-28
2306,DE,Referral,mobile,2024-01-01
2307,SE,Paid Ads,mobile,2022-07-31
2308,AU,Referral,mobile,2024-10-02
2309,BR,Paid Ads,desktop,2022-09-25
2310,FR,Organic,mobile,2023-10-20
2311,FR,Organic,mobile,2024-05-24
2312,IN,Organic,mobile,2025-07-03
2313,AU,Organic,mobile,2024-05-07
2314,IN,Organic,desktop,2025-01-05
2315,SE,Organic,mobile,2025-10-25
2316,UK,Email,mobile,2022-10-30
2317,BR,Organic,desktop,2023-07-06
2318,CA,Organic,mobile,2023-12-29
2319,NL,Organic,mobile,2024-02-04
2320,NL,Paid Ads,mobile,2024-01-20
2321,UK,Paid Ads,mobile,2025-08-04
2322,AU,Organic,mobile,2025-01-18
2323,BR,Referral,mobile,2024-09-22
2324,SE,Referral,mobile,2023-08-29
2325,US,Paid Ads,mobile,2025-05-13
2326,IN,Paid Ads,mobile,2025-09-19
2327,UK,Paid Ads,mobile,2025-05-10
2328,US,Organic,mobile,2022-01-05
2329,IN,Referral,mobile,2024-10-24
2330,UK,Email,mobile,2022-05-12
2331,NL,Referral,desktop,2023-06-09
2332,NL,Organic,desktop,2022-05-31
2333,FR,Partnership,mobile,2024-09-17
2334,IN,Paid Ads,mobile,2024-12-19
2335,CA,Organic,desktop,2022-09-27
2336,SE,Paid Ads,mobile,2023-12-14
2337,DE,Referral,desktop,2024-03-20
2338,AU,Email,mobile,2023-11-23
2339,AU,Paid Ads,desktop,2022-10-10
2340,IN,Organic,mobile,2024-01-31
2341,UK,Referral,mobile,2025-02-27
2342,UK,Partnership,mobile,2022-06-26
2343,DE,Organic,desktop,2022-07-16
2344,SE,Email,mobile,2023-11-03
2345,BR,Paid Ads,mobile,2025-09-06
2346,SE,Email,desktop,2024-11-29
2347,BR,Paid Ads,desktop,2024-12-11
2348,DE,Paid Ads,mobile,2023-11-13
2349,BR,Referral,desktop,2024-09-05
2350,CA,Partnership,desktop,2022-01-28
2351,FR,Organic,mobile,2024-10-24
2352,SE,Paid Ads,mobile,2025-08-10
2353,BR,Organic,mobile,2024-09-27
2354,NL,Organic,desktop,2025-07-02
2355,CA,Email,mobile,2025-01-29
2356,SE,Organic,desktop,2022-10-09
2357,BR,Email,desktop,2025-07-30
2358,NL,Paid Ads,mobile,2022-06-16
2359,DE,Partnership,desktop,2024-06-26
2360,DE,Organic,desktop,2022-11-20
2361,IN,Organic,mobile,2022-02-02
2362,AU,Organic,mobile,2024-02-04
2363,US,Email,mobile,2023-08-07
2364,NL,Paid Ads,desktop,2024-04-27
2365,IN,Organic,mobile,2024-08-17
2366,CA,Email,desktop,2022-04-24
2367,BR,Email,desktop,2022-10-14
2368,SE,Email,mobile,2024-07-26
2369,UK,Organic,mobile,2023-10-17
2370,NL,Paid Ads,desktop,2025-02-03
2371,US,Referral,mobile,2024-11-11
2372,UK,Paid Ads,mobile,2025-06-04
2373,FR,Organic,desktop,2024-12-26
2374,US,Organic,desktop,2024-02-15
2375,IN,Partnership,desktop,2024-12-04
2376,US,Organic,mobile,2023-07-07
2377,BR,Referral,desktop,2023-08-24
2378,SE,Paid Ads,desktop,2025-04-07
2379,CA,Referral,mobile,2024-03-07
2380,UK,Referral,mobile,2025-04-17
2381,US,Paid Ads,mobile,2025-05-12
2382,BR,Paid Ads,desktop,2025-06-16
2383,DE,Email,mobile,2025-08-13
2384,US,Organic,mobile,2024-02-16
2385,US,Email,desktop,2023-09-12
2386,AU,Referral,desktop,2024-08-23
2387,UK,Paid Ads,mobile,2023-11-26
2388,AU,Paid Ads,mobile,2024-09-14
2389,AU,Organic,desktop,2025-01-09
2390,SE,Referral,desktop,2024-12-21
2391,BR,Organic,mobile,2023-12-01
2392,AU,Partnership,mobile,2023-01-05
2393,US,Partnership,mobile,2024-02-15
2394,IN,Organic,mobile,2022-11-21
2395,IN,Organic,desktop,2025-07-18
2396,DE,Paid Ads,mobile,2023-10-21
2397,IN,Partnership,desktop,2022-12-13
2398,DE,Paid Ads,mobile,2022-03-09
2399,IN,Paid Ads,mobile,2024-11-04
2400,FR,Referral,mobile,2024-10-25
2401,DE,Organic,mobile,2023-10-14
2402,NL,Paid Ads,desktop,2022-06-28
2403,UK,Organic,desktop,2024-01-18
2404,UK,Referral,desktop,2023-08-31
2405,UK,Organic,mobile,2024-12-09
2406,BR,Paid Ads,mobile,2024-09-19
2407,SE,Email,desktop,2023-11-17
2408,CA,Paid Ads,mobile,2023-04-05
2409,SE,Referral,desktop,2025-10-20
2410,DE,Organic,mobile,2024-03-17
2411,SE,Paid Ads,mobile,2024-12-21
2412,IN,Organic,mobile,2022-11-17
2413,DE,Paid Ads,desktop,2024-04-27
2414,SE,Organic,mobile,2022-03-15
2415,SE,Organic,desktop,2024-05-22
2416,AU,Organic,desktop,2025-09-28
2417,FR,Organic,mobile,2023-12-14
2418,BR,Paid Ads,mobile,2022-04-12
2419,DE,Paid Ads,desktop,2022-03-23
2420,CA,Organic,mobile,2023-12-20
2421,UK,Referral,mobile,2022-12-24
2422,US,Paid Ads,mobile,2022-03-04
2423,NL,Paid Ads,mobile,2025-03-04
2424,SE,Email,desktop,2024-03-23
2425,UK,Organic,desktop,2023-07-29
2426,IN,Organic,mobile,2025-07-28
2427,NL,Paid Ads,desktop,2022-09-30
2428,FR,Partnership,mobile,2025-09-20
2429,UK,Paid Ads,desktop,2023-09-04
2430,AU,Email,mobile,2025-07-17
2431,UK,Email,mobile,2024-09-16
2432,FR,Paid Ads,mobile,2025-05-16
2433,UK,Referral,mobile,2025-10-17
2434,SE,Paid Ads,desktop,2023-07-28
2435,UK,Paid Ads,desktop,2025-09-25
2436,AU,Paid Ads,mobile,2023-12-22
2437,BR,Referral,mobile,2023-12-16
2438,FR,Paid Ads,mobile,2023-10-13
2439,AU,Organic,mobile,2024-07-05
2440,DE,Email,mobile,2022-12-13
2441,UK,Referral,mobile,2024-07-20
2442,CA,Partnership,desktop,2024-07-05
2443,UK,Paid Ads,mobile,2025-03-10
2444,FR,Organic,desktop,2025-05-23
2445,NL,Organic,desktop,2024-02-28
2446,AU,Email,mobile,2023-08-18
2447,CA,Organic,mobile,2023-06-12
2448,DE,Partnership,desktop,2023-02-24
2449,IN,Organic,mobile,2022-05-27
2450,DE,Email,desktop,2023-10-16
2451,AU,Email,desktop,2023-06-29
2452,NL,Email,desktop,2025-09-30
2453,AU,Organic,mobile,2024-07-25
2454,US,Paid Ads,desktop,2023-10-23
2455,CA,Organic,desktop,2024-08-21
2456,NL,Organic,desktop,2022-11-14
2457,CA,Organic,desktop,2024-03-04
2458,AU,Referral,desktop,2024-10-13
2459,BR,Organic,desktop,2024-05-01
2460,CA,Partnership,desktop,2024-01-08
2461,US,Organic,mobile,2025-10-26
2462,SE,Paid Ads,desktop,2025-07-09
2463,NL,Organic,mobile,2024-10-09
2464,US,Email,desktop,2024-08-07
2465,US,Organic,desktop,2024-10-06
2466,IN,Email,mobile,2023-03-08
2467,BR,Paid Ads,mobile,2023-12-30
2468,UK,Partnership,mobile,2022-04-13
2469,BR,Organic,desktop,2024-04-14
2470,FR,Paid Ads,mobile,2024-07-07
2471,IN,Referral,mobile,2023-04-22
2472,AU,Email,mobile,2025-09-28
2473,AU,Paid Ads,mobile,2025-08-06
2474,DE,Email,desktop,2025-01-27
2475,UK,Organic,desktop,2024-06-25
2476,FR,Referral,mobile,2025-06-28
2477,CA,Organic,desktop,2022-10-29
2478,BR,Organic,mobile,2025-04-09
2479,NL,Paid Ads,desktop,2022-10-17
2480,US,Email,mobile,2025-04-13
2481,CA,Partnership,desktop,2023-07-08
2482,DE,Paid Ads,desktop,2025-07-05
2483,BR,Email,mobile,2025-09-09
2484,NL,Paid Ads,desktop,2022-12-03
2485,DE,Referral,desktop,2024-03-28
2486,US,Organic,desktop,2025-10-14
2487,IN,Paid Ads,mobile,2024-04-24
2488,UK,Organic,mobile,2025-06-22
2489,IN,Organic,mobile,2024-08-30
2490,NL,Paid Ads,mobile,2023-12-02
2491,IN,Email,desktop,2023-07-24
2492,NL,Paid Ads,desktop,2023-03-11
2493,FR,Partnership,desktop,2025-03-10
2494,FR,Email,mobile,2023-12-18
2495,SE,Organic,mobile,2024-05-29
2496,SE,Paid Ads,desktop,2024-05-05
2497,IN,Referral,desktop,2024-08-17
2498,AU,Partnership,desktop,2025-06-24
2499,IN,Partnership,desktop,2025-10-13
2500,IN,Email,desktop,2024-01-16
2501,AU,Paid Ads,desktop,2025-05-17
2502,UK,Email,desktop,2025-03-13
2503,BR,Organic,mobile,2024-08-12
2504,AU,Organic,desktop,2025-09-20
2505,NL,Referral,mobile,2023-03-06
2506,BR,Email,desktop,2022-09-16
2507,US,Partnership,mobile,2025-06-12
2508,UK,Organic,desktop,2024-02-27
2509,US,Email,mobile,2025-06-05
2510,SE,Email,desktop,2025-07-21
2511,CA,Referral,desktop,2022-06-07
2512,FR,Organic,mobile,2025-07-12
2513,US,Referral,mobile,2024-03-10
2514,DE,Paid Ads,desktop,2024-05-28
2515,IN,Referral,desktop,2024-10-13
2516,NL,Referral,desktop,2025-08-23
2517,US,Email,mobile,2022-02-21
2518,US,Organic,mobile,2024-04-16
2519,CA,Paid Ads,desktop,2024-12-20
2520,SE,Paid Ads,desktop,2025-01-27
2521,IN,Organic,mobile,2024-12-26
2522,IN,Partnership,desktop,2022-11-05
2523,CA,Organic,mobile,2023-08-13
2524,AU,Paid Ads,mobile,2023-11-09
2525,CA,Email,mobile,2025-04-23
2526,DE,Organic,desktop,2023-07-13
2527,BR,Email,mobile,2023-03-24
2528,DE,Paid Ads,desktop,2025-09-21
2529,CA,Organic,mobile,2022-01-25
2530,FR,Partnership,mobile,2025-10-29
2531,AU,Organic,mobile,2024-12-08
2532,FR,Paid Ads,mobile,2025-05-18
2533,DE,Organic,desktop,2023-08-06
2534,IN,Organic,mobile,2022-02-09
2535,DE,Email,desktop,2025-02-13
2536,UK,Email,mobile,2025-05-24
2537,SE,Organic,desktop,2025-02-15
2538,NL,Referral,desktop,2022-11-21
2539,UK,Email,desktop,2025-03-01
2540,CA,Email,desktop,2025-03-17
2541,US,Paid Ads,mobile,2024-11-18
2542,FR,Email,mobile,2025-03-15
2543,BR,Paid Ads,mobile,2025-06-04
2544,UK,Referral,desktop,2024-09-28
2545,AU,Partnership,desktop,2022-08-04
2546,FR,Organic,mobile,2024-04-29
2547,UK,Organic,desktop,2022-07-11
2548,IN,Organic,mobile,2024-01-15
2549,NL,Organic,desktop,2024-01-15
2550,DE,Organic,mobile,2022-06-15
2551,DE,Referral,mobile,2023-10-25
2552,UK,Paid Ads,mobile,2022-09-19
2553,CA,Paid Ads,mobile,2025-04-27
2554,AU,Paid Ads,mobile,2025-09-12
2555,CA,Organic,mobile,2022-06-29
2556,FR,Paid Ads,desktop,2025-09-19
2557,SE,Referral,desktop,2024-06-12
2558,NL,Organic,mobile,2023-08-14
2559,NL,Partnership,mobile,2022-07-09
2560,DE,Paid Ads,mobile,2024-05-16
2561,NL,Partnership,mobile,2025-04-13
2562,CA,Organic,desktop,2025-01-11
2563,AU,Email,mobile,2022-05-09
2564,AU,Referral,desktop,2022-06-30
2565,DE,Email,mobile,2024-01-09
2566,UK,Referral,desktop,2023-08-07
2567,AU,Partnership,desktop,2023-04-29
2568,CA,Referral,desktop,2023-07-16
2569,US,Email,mobile,2025-04-22
2570,UK,Email,mobile,2025-08-25
2571,SE,Referral,mobile,2024-01-12
2572,BR,Paid Ads,desktop,2025-08-03
2573,IN,Organic,desktop,2023-09-16
2574,NL,Email,mobile,2024-04-15
2575,NL,Paid Ads,desktop,2023-04-19
2576,US,Referral,mobile,2024-10-29
2577,UK,Organic,mobile,2025-10-12
2578,DE,Paid Ads,desktop,2024-09-16
2579,CA,Referral,mobile,2023-11-07
2580,US,Paid Ads,mobile,2024-11-06
2581,IN,Paid Ads,mobile,2022-10-13
2582,AU,Organic,mobile,2025-07-17
2583,DE,Organic,mobile,2024-05-19
2584,BR,Referral,mobile,2024-03-11
2585,DE,Organic,desktop,2024-08-27
2586,US,Referral,desktop,2024-10-11
2587,SE,Paid Ads,desktop,2022-06-28
2588,US,Partnership,desktop,2024-12-15
2589,US,Organic,desktop,2023-05-15
2590,US,Organic,mobile,2025-01-18
2591,DE,Paid Ads,mobile,2025-05-12
2592,US,Paid Ads,desktop,2025-04-23
2593,UK,Organic,desktop,2024-07-18
2594,DE,Email,mobile,2024-06-09
2595,AU,Paid Ads,desktop,2022-11-21
2596,UK,Organic,desktop,2025-03-24
2597,IN,Organic,mobile,2023-07-01
2598,AU,Email,mobile,2024-05-11
2599,BR,Organic,mobile,2023-07-21
2600,NL,Organic,mobile,2022-11-04
2601,DE,Organic,desktop,2024-10-16
2602,NL,Referral,mobile,2022-05-19
2603,DE,Email,mobile,2025-02-24
2604,AU,Organic,mobile,2023-09-10
2605,BR,Organic,desktop,2022-01-01
2606,CA,Organic,mobile,2024-05-29
2607,CA,Referral,desktop,2022-05-01
2608,UK,Organic,mobile,2023-07-09
2609,US,Email,mobile,2025-01-10
2610,US,Organic,mobile,2022-06-07
2611,CA,Organic,mobile,2025-05-29
2612,AU,Organic,desktop,2022-01-11
2613,BR,Email,desktop,2023-05-23
2614,UK,Referral,desktop,2025-02-16
2615,AU,Partnership,desktop,2023-09-08
2616,US,Organic,desktop,2022-09-01
2617,UK,Organic,mobile,2023-11-11
2618,NL,Paid Ads,desktop,2023-06-30
2619,FR,Paid Ads,desktop,2025-06-01
2620,IN,Paid Ads,mobile,2023-09-03
2621,UK,Organic,mobile,2025-04-07
2622,US,Organic,mobile,2025-07-20
2623,AU,Organic,mobile,2024-02-20
2624,NL,Referral,mobile,2025-08-07
2625,IN,Paid Ads,desktop,2023-12-05
2626,IN,Email,mobile,2025-09-28
2627,UK,Organic,desktop,2022-08-05
2628,IN,Email,desktop,2024-12-20
2629,NL,Paid Ads,desktop,2024-05-07
2630,BR,Organic,desktop,2023-12-19
2631,AU,Partnership,mobile,2024-10-20
2632,UK,Paid Ads,mobile,2025-01-07
2633,IN,Referral,desktop,2022-01-13
2634,BR,Referral,mobile,2023-01-05
2635,AU,Paid Ads,mobile,2025-01-17
2636,DE,Referral,mobile,2024-11-27
2637,BR,Email,mobile,2025-09-30
2638,DE,Paid Ads,desktop,2025-03-09
2639,DE,Referral,mobile,2025-09-15
2640,BR,Email,desktop,2025-01-06
2641,IN,Organic,mobile,2023-08-11
2642,DE,Organic,mobile,2022-09-08
2643,IN,Organic,mobile,2025-03-31
2644,IN,Referral,desktop,2024-11-02
2645,AU,Email,desktop,2022-05-05
2646,SE,Referral,desktop,2023-11-11
2647,NL,Organic,mobile,2025-09-21
2648,IN,Paid Ads,desktop,2024-05-15
2649,AU,Email,desktop,2024-02-18
2650,FR,Organic,mobile,2024-03-22
2651,DE,Email,desktop,2023-03-21
2652,UK,Email,mobile,2023-11-23
2653,IN,Organic,desktop,2023-11-24
2654,BR,Organic,desktop,2022-05-14
2655,DE,Paid Ads,desktop,2025-03-16
2656,DE,Referral,mobile,2024-01-28
2657,FR,Email,mobile,2025-05-11
2658,UK,Referral,desktop,2025-06-09
2659,AU,Paid Ads,mobile,2023-03-26
2660,FR,Organic,mobile,2024-11-17
2661,NL,Email,desktop,2024-04-10
2662,DE,Organic,mobile,2025-07-09
2663,IN,Referral,desktop,2023-04-01
2664,IN,Organic,desktop,2024-12-10
2665,FR,Organic,mobile,2024-09-21
2666,NL,Organic,desktop,2023-08-07
2667,CA,Organic,mobile,2022-11-09
2668,US,Referral,desktop,2024-11-10
2669,BR,Organic,mobile,2025-02-13
2670,BR,Partnership,desktop,2023-09-07
2671,CA,Paid Ads,mobile,2024-11-03
2672,DE,Paid Ads,desktop,2023-12-30
2673,AU,Paid Ads,mobile,2025-01-17
2674,UK,Paid Ads,desktop,2023-03-04
2675,CA,Organic,mobile,2025-07-18
2676,NL,Partnership,mobile,2023-07-26
2677,IN,Paid Ads,desktop,2023-11-21
2678,US,Organic,desktop,2022-05-28
2679,DE,Paid Ads,mobile,2022-09-20
2680,US,Paid Ads,desktop,2024-06-04
2681,UK,Organic,mobile,2023-06-25
2682,IN,Partnership,desktop,2025-05-25
2683,NL,Organic,mobile,2022-02-10
2684,BR,Paid Ads,mobile,2023-12-07
2685,UK,Partnership,desktop,2023-10-09
2686,CA,Organic,desktop,2022-02-22
2687,BR,Organic,desktop,2022-10-16
2688,BR,Organic,desktop,2024-01-24
2689,NL,Organic,desktop,2024-05-06
2690,CA,Organic,mobile,2024-01-11
2691,FR,Email,mobile,2024-06-22
2692,UK,Email,desktop,2024-09-07
2693,AU,Referral,mobile,2022-01-28
2694,SE,Paid Ads,desktop,2024-03-30
2695,IN,Email,desktop,2025-09-27
2696,NL,Paid Ads,desktop,2024-06-08
2697,IN,Organic,mobile,2024-12-09
2698,UK,Paid Ads,mobile,2023-09-01
2699,CA,Organic,desktop,2025-03-23
2700,AU,Partnership,desktop,2025-03-22
2701,SE,Referral,desktop,2024-06-10
2702,US,Referral,mobile,2025-10-09
