subscription_id,customer_id,plan_id,start_date,cancel_date,status,mrr_usd
1343,1967,3,2023-02-21,2023-12-21,cancelled,119.0
1344,1968,5,2023-12-04,,active,49.92
1345,1968,4,2023-12-31,2023-12-31,cancelled,24.92
1346,1969,6,2023-11-11,2023-11-11,cancelled,99.92
1347,1971,5,2022-04-23,,active,49.92
1348,1974,5,2024-07-27,,active,49.92
1349,1975,1,2023-09-27,2025-07-27,cancelled,29.0
1350,1976,4,2025-10-05,,active,24.92
1351,1977,4,2023-06-20,2023-07-20,cancelled,24.92
1352,1979,3,2025-07-11,,active,119.0
1353,1984,5,2024-06-10,,active,49.92
1354,1985,5,2023-01-01,,active,49.92
1355,1986,4,2022-07-23,2022-12-23,cancelled,24.92
1356,1987,4,2025-02-03,,active,24.92
1357,1992,2,2022-12-31,2023-12-28,cancelled,59.0
1358,1993,1,2024-10-18,,active,29.0
1359,1994,3,2022-11-15,2023-10-15,cancelled,119.0
1360,1995,4,2025-04-14,,active,24.92
1361,1996,6,2024-11-20,2025-01-20,cancelled,99.92
1362,1998,3,2022-07-09,,active,119.0
1363,1998,2,2022-07-24,2023-09-24,cancelled,59.0
1364,1999,6,2022-06-15,2022-06-15,cancelled,99.92
1365,2004,1,2023-07-16,2024-12-16,cancelled,29.0
1366,2004,5,2023-06-25,2023-06-25,cancelled,49.92
1367,2005,2,2023-07-05,,active,59.0
1368,2007,3,2024-04-29,,active,119.0
1369,2012,1,2022-08-01,2022-12-01,cancelled,29.0
1370,2014,3,2022-11-30,2023-06-28,cancelled,119.0
1371,2015,4,2024-06-24,,active,24.92
1372,2016,1,2024-02-25,2024-04-25,cancelled,29.0
1373,2016,2,2024-03-04,,active,59.0
1374,2019,4,2022-03-30,2022-08-30,cancelled,24.92
1375,2022,6,2024-09-16,2024-09-16,cancelled,99.92
1376,2025,5,2024-02-23,,active,49.92
1377,2027,3,2025-02-13,,active,119.0
1378,2027,1,2025-03-29,,active,29.0
1379,2031,4,2023-03-24,2023-03-24,cancelled,24.92
1380,2039,6,2023-05-21,2025-08-21,cancelled,99.92
1381,2040,3,2023-07-07,2025-10-07,cancelled,119.0
1382,2040,6,2023-07-10,2025-01-10,cancelled,99.92
1383,2041,2,2025-07-26,,active,59.0
1384,2041,3,2025-06-26,,active,119.0
1385,2042,5,2024-08-31,,active,49.92
1386,2045,2,2025-08-10,,active,59.0
1387,2045,4,2025-08-08,,active,24.92
1388,2046,3,2025-02-27,2025-09-27,cancelled,119.0
1389,2047,6,2022-07-08,2024-06-08,cancelled,99.92
1390,2048,4,2025-02-20,2025-08-20,cancelled,24.92
1391,2049,3,2024-07-08,2025-09-08,cancelled,119.0
1392,2049,2,2024-08-07,2024-08-07,cancelled,59.0
1393,2050,2,2022-09-07,2023-07-07,cancelled,59.0
1394,2050,1,2022-08-14,2023-05-14,cancelled,29.0
1395,2053,2,2023-02-13,,active,59.0
1396,2054,5,2025-10-02,,active,49.92
1397,2056,2,2024-12-18,,active,59.0
1398,2057,6,2024-03-29,2024-05-29,cancelled,99.92
1399,2057,2,2024-05-14,,active,59.0
1400,2059,6,2024-11-30,,active,99.92
1401,2061,4,2022-07-13,2023-08-13,cancelled,24.92
1402,2061,3,2022-08-03,2023-03-03,cancelled,119.0
1403,2062,1,2024-06-01,,active,29.0
1404,2063,4,2025-05-25,2025-07-25,cancelled,24.92
1405,2066,3,2025-06-01,,active,119.0
1406,2068,1,2023-07-15,2024-02-15,cancelled,29.0
1407,2070,5,2023-10-10,2025-06-10,cancelled,49.92
1408,2071,4,2025-03-17,2025-09-17,cancelled,24.92
1409,2072,2,2024-07-25,,active,59.0
1410,2072,5,2024-06-26,2024-06-26,cancelled,49.92
1411,2073,5,2023-04-17,2023-06-17,cancelled,49.92
1412,2076,6,2025-08-24,,active,99.92
1413,2076,3,2025-07-03,,active,119.0
1414,2077,6,2023-06-27,2024-01-27,cancelled,99.92
1415,2078,3,2024-04-01,2025-07-01,cancelled,119.0
1416,2080,4,2025-05-04,,active,24.92
1417,2081,2,2022-04-07,2023-03-07,cancelled,59.0
1418,2082,5,2022-07-28,2022-08-28,cancelled,49.92
1419,2083,2,2024-04-26,,active,59.0
1420,2085,6,2024-07-21,,active,99.92
1421,2086,1,2024-05-25,,active,29.0
1422,2086,6,2024-06-25,2024-11-25,cancelled,99.92
1423,2087,4,2022-09-15,2023-10-15,cancelled,24.92
1424,2088,1,2024-12-14,,active,29.0
1425,2089,3,2025-06-16,,active,119.0
1426,2090,6,2024-01-28,2024-10-28,cancelled,99.92
1427,2091,6,2025-05-04,,active,99.92
1428,2091,4,2025-04-12,,active,24.92
1429,2092,1,2025-10-07,2025-10-07,cancelled,29.0
1430,2097,1,2024-09-13,2024-10-13,cancelled,29.0
1431,2099,1,2025-04-19,,active,29.0
1432,2099,6,2025-05-27,,active,99.92
1433,2100,1,2024-02-09,,active,29.0
1434,2100,2,2024-01-08,2024-07-08,cancelled,59.0
1435,2102,4,2024-06-25,2024-06-25,cancelled,24.92
1436,2104,1,2025-02-04,2025-02-04,cancelled,29.0
1437,2104,2,2025-01-07,,active,59.0
1438,2105,5,2025-04-28,,active,49.92
1439,2106,4,2023-09-09,2025-10-09,cancelled,24.92
1440,2107,5,2025-07-29,2025-07-29,cancelled,49.92
1441,2108,4,2025-09-04,,active,24.92
1442,2109,6,2023-07-24,2023-08-24,cancelled,99.92
1443,2112,5,2023-03-29,2025-08-28,cancelled,49.92
1444,2115,5,2024-12-02,,active,49.92
1445,2116,4,2023-01-23,,active,24.92
1446,2118,2,2024-11-21,,active,59.0
1447,2118,1,2024-10-25,,active,29.0
1448,2122,4,2024-05-23,,active,24.92
1449,2123,4,2025-10-02,,active,24.92
1450,2126,2,2024-12-24,2025-03-24,cancelled,59.0
1451,2126,6,2024-12-01,,active,99.92
1452,2127,3,2024-11-29,2025-08-28,cancelled,119.0
1453,2130,1,2024-03-25,,active,29.0
1454,2131,4,2023-01-07,,active,24.92
1455,2131,5,2023-02-09,2023-02-09,cancelled,49.92
1456,2132,2,2022-03-22,2022-04-22,cancelled,59.0
1457,2134,5,2024-07-25,,active,49.92
1458,2137,3,2022-09-01,2023-10-01,cancelled,119.0
1459,2138,2,2025-03-25,,active,59.0
1460,2139,5,2023-02-22,,active,49.92
1461,2140,1,2025-08-03,2025-08-03,cancelled,29.0
1462,2141,4,2025-05-14,,active,24.92
1463,2142,1,2024-08-11,,active,29.0
1464,2143,3,2025-03-01,,active,119.0
1465,2144,6,2023-10-06,2025-02-06,cancelled,99.92
1466,2145,4,2024-04-11,,active,24.92
1467,2146,6,2025-07-02,2025-09-02,cancelled,99.92
1468,2148,6,2023-11-11,2024-03-11,cancelled,99.92
1469,2149,4,2024-06-26,,active,24.92
1470,2153,2,2025-02-10,2025-04-10,cancelled,59.0
1471,2155,2,2022-09-01,2023-08-01,cancelled,59.0
1472,2156,4,2023-06-05,2023-10-05,cancelled,24.92
1473,2157,5,2022-12-20,2023-03-20,cancelled,49.92
1474,2159,4,2024-03-29,,active,24.92
1475,2160,2,2025-04-15,,active,59.0
1476,2160,4,2025-03-23,,active,24.92
1477,2161,3,2024-12-15,2024-12-15,cancelled,119.0
1478,2163,3,2023-11-07,,active,119.0
1479,2164,5,2025-06-19,,active,49.92
1480,2168,4,2022-11-29,2023-01-29,cancelled,24.92
1481,2169,5,2025-02-05,,active,49.92
1482,2169,3,2025-01-26,,active,119.0
1483,2172,1,2022-08-13,,active,29.0
1484,2173,3,2023-02-05,2024-01-05,cancelled,119.0
1485,2177,5,2023-07-27,,active,49.92
1486,2178,4,2024-11-09,2025-01-09,cancelled,24.92
1487,2180,5,2024-06-17,,active,49.92
1488,2181,5,2023-09-30,,active,49.92
1489,2182,4,2023-04-02,,active,24.92
1490,2184,4,2023-08-25,2023-10-25,cancelled,24.92
1491,2184,6,2023-09-26,2023-11-26,cancelled,99.92
1492,2187,1,2025-07-17,,active,29.0
1493,2189,6,2025-04-27,,active,99.92
1494,2189,3,2025-04-07,,active,119.0
1495,2192,3,2025-09-19,,active,119.0
1496,2192,6,2025-09-23,,active,99.92
1497,2195,1,2022-11-12,,active,29.0
1498,2203,6,2024-02-13,2025-07-13,cancelled,99.92
1499,2204,1,2022-04-30,2023-04-28,cancelled,29.0
1500,2205,3,2025-03-22,,active,119.0
1501,2208,3,2025-07-16,,active,119.0
1502,2211,3,2025-03-14,,active,119.0
1503,2212,3,2025-05-02,,active,119.0
1504,2215,1,2025-03-01,2025-05-01,cancelled,29.0
1505,2216,6,2023-10-08,2023-10-08,cancelled,99.92
1506,2217,6,2025-06-26,,active,99.92
1507,2218,4,2023-08-26,2025-05-26,cancelled,24.92
1508,2223,1,2022-09-18,2022-11-18,cancelled,29.0
1509,2226,4,2024-04-21,,active,24.92
1510,2230,2,2023-09-05,,active,59.0
1511,2231,2,2025-04-17,2025-04-17,cancelled,59.0
1512,2232,5,2022-06-07,2022-08-07,cancelled,49.92
1513,2234,1,2025-06-22,,active,29.0
1514,2234,4,2025-07-16,2025-07-16,cancelled,24.92
1515,2236,5,2024-09-14,2025-10-14,cancelled,49.92
1516,2237,5,2025-08-05,,active,49.92
1517,2238,5,2023-02-13,2024-05-13,cancelled,49.92
1518,2240,3,2023-06-21,2025-06-21,cancelled,119.0
1519,2240,5,2023-05-28,,active,49.92
1520,2243,4,2024-09-04,2024-09-04,cancelled,24.92
1521,2245,2,2025-07-03,,active,59.0
1522,2246,2,2024-07-24,,active,59.0
1523,2247,6,2022-06-17,2025-05-17,cancelled,99.92
1524,2251,1,2022-09-27,2022-09-27,cancelled,29.0
1525,2254,2,2025-05-31,2025-07-30,cancelled,59.0
1526,2255,6,2025-07-25,,active,99.92
1527,2257,4,2024-06-11,2024-06-11,cancelled,24.92
1528,2260,6,2024-03-27,2024-09-27,cancelled,99.92
1529,2261,5,2025-04-09,,active,49.92
1530,2262,6,2024-10-25,,active,99.92
1531,2265,4,2024-10-01,2024-10-01,cancelled,24.92
1532,2267,4,2024-10-17,2025-02-17,cancelled,24.92
1533,2268,1,2025-02-16,,active,29.0
1534,2270,2,2024-07-03,,active,59.0
1535,2271,3,2022-09-27,2022-10-27,cancelled,119.0
1536,2272,6,2024-01-31,,active,99.92
1537,2273,5,2024-05-26,,active,49.92
1538,2273,1,2024-05-09,,active,29.0
1539,2275,6,2025-10-15,,active,99.92
1540,2276,3,2024-11-04,2024-12-04,cancelled,119.0
1541,2277,3,2025-03-18,2025-07-18,cancelled,119.0
1542,2280,3,2022-08-23,,active,119.0
1543,2281,5,2023-06-10,,active,49.92
1544,2282,6,2024-01-03,,active,99.92
1545,2285,3,2023-01-07,,active,119.0
1546,2285,2,2022-11-23,,active,59.0
1547,2286,6,2023-08-22,2024-10-22,cancelled,99.92
1548,2288,1,2023-10-19,,active,29.0
1549,2289,2,2024-05-13,,active,59.0
1550,2289,3,2024-05-02,,active,119.0
1551,2290,3,2023-04-07,,active,119.0
1552,2291,2,2024-10-25,,active,59.0
1553,2291,4,2024-10-05,,active,24.92
1554,2292,4,2023-09-01,2023-09-01,cancelled,24.92
1555,2295,6,2022-02-03,2023-01-03,cancelled,99.92
1556,2299,5,2022-10-18,2024-04-18,cancelled,49.92
1557,2301,5,2025-06-06,,active,49.92
1558,2302,4,2024-08-16,2025-01-16,cancelled,24.92
1559,2303,6,2024-07-14,,active,99.92
1560,2304,4,2023-09-09,,active,24.92
1561,2305,5,2025-09-19,,active,49.92
1562,2306,4,2024-02-24,,active,24.92
1563,2306,3,2024-02-14,,active,119.0
1564,2307,2,2022-09-19,2025-02-19,cancelled,59.0
1565,2308,3,2024-10-13,,active,119.0
1566,2309,1,2022-10-05,,active,29.0
1567,2310,3,2023-11-04,2025-02-04,cancelled,119.0
1568,2310,4,2023-11-12,2024-01-12,cancelled,24.92
1569,2312,2,2025-07-29,,active,59.0
1570,2313,1,2024-06-30,2024-06-30,cancelled,29.0
1571,2314,3,2025-01-15,,active,119.0
1572,2317,2,2023-07-06,2024-04-06,cancelled,59.0
1573,2318,5,2024-01-18,2024-07-18,cancelled,49.92
1574,2319,6,2024-02-23,,active,99.92
1575,2320,1,2024-02-18,,active,29.0
1576,2320,6,2024-03-14,,active,99.92
1577,2321,2,2025-09-07,,active,59.0
1578,2322,1,2025-01-26,,active,29.0
1579,2323,4,2024-09-26,,active,24.92
1580,2323,1,2024-11-01,2025-07-01,cancelled,29.0
1581,2324,6,2023-09-15,2024-02-15,cancelled,99.92
1582,2324,5,2023-09-25,2023-09-25,cancelled,49.92
1583,2326,4,2025-10-18,,active,24.92
1584,2326,2,2025-10-06,,active,59.0
1585,2327,2,2025-06-15,,active,59.0
1586,2328,4,2022-03-02,2023-05-02,cancelled,24.92
1587,2330,1,2022-07-05,2024-11-05,cancelled,29.0
1588,2335,1,2022-11-05,2022-11-05,cancelled,29.0
1589,2337,3,2024-05-09,2024-09-09,cancelled,119.0
1590,2338,4,2024-01-04,2024-11-04,cancelled,24.92
1591,2339,3,2022-10-21,2023-10-21,cancelled,119.0
1592,2340,6,2024-03-15,2024-09-15,cancelled,99.92
1593,2341,1,2025-04-19,,active,29.0
1594,2344,4,2023-11-06,2023-11-06,cancelled,24.92
1595,2345,6,2025-09-14,,active,99.92
1596,2346,6,2024-12-22,,active,99.92
1597,2346,1,2025-01-23,2025-09-23,cancelled,29.0
1598,2347,6,2025-02-07,2025-07-07,cancelled,99.92
1599,2348,6,2023-12-30,2023-12-30,cancelled,99.92
1600,2350,4,2022-02-25,,active,24.92
1601,2351,1,2024-11-03,2024-12-03,cancelled,29.0
1602,2352,1,2025-09-03,,active,29.0
1603,2353,6,2024-11-20,,active,99.92
1604,2354,1,2025-07-16,,active,29.0
1605,2355,3,2025-02-13,,active,119.0
1606,2356,4,2022-10-18,2023-10-18,cancelled,24.92
1607,2356,5,2022-11-01,2025-03-01,cancelled,49.92
1608,2357,4,2025-08-18,2025-09-18,cancelled,24.92
1609,2357,3,2025-09-09,,active,119.0
1610,2358,3,2022-08-14,2022-11-14,cancelled,119.0
1611,2358,5,2022-07-13,,active,49.92
1612,2359,6,2024-08-22,,active,99.92
1613,2360,2,2022-12-18,,active,59.0
1614,2361,4,2022-03-23,2024-03-23,cancelled,24.92
1615,2362,5,2024-02-14,,active,49.92
1616,2363,3,2023-08-27,,active,119.0
1617,2364,2,2024-05-19,2025-06-19,cancelled,59.0
1618,2365,6,2024-09-25,2025-03-25,cancelled,99.92
1619,2366,4,2022-06-11,,active,24.92
1620,2367,5,2022-12-03,,active,49.92
1621,2370,5,2025-02-16,2025-06-16,cancelled,49.92
1622,2370,6,2025-03-11,,active,99.92
1623,2374,2,2024-04-12,,active,59.0
1624,2375,2,2025-01-18,,active,59.0
1625,2376,6,2023-07-25,2023-07-25,cancelled,99.92
1626,2376,3,2023-08-05,,active,119.0
1627,2379,3,2024-03-09,2024-03-09,cancelled,119.0
1628,2380,4,2025-05-13,2025-05-13,cancelled,24.92
1629,2381,3,2025-05-30,,active,119.0
1630,2383,6,2025-08-16,,active,99.92
1631,2384,1,2024-03-12,2024-03-12,cancelled,29.0
1632,2384,5,2024-03-27,,active,49.92
1633,2386,2,2024-09-04,2024-10-04,cancelled,59.0
1634,2387,6,2024-01-23,,active,99.92
1635,2388,6,2024-09-27,2024-09-27,cancelled,99.92
1636,2389,1,2025-01-22,,active,29.0
1637,2390,3,2025-01-06,2025-05-06,cancelled,119.0
1638,2391,5,2023-12-21,,active,49.92
1639,2392,2,2023-01-22,2025-04-22,cancelled,59.0
1640,2393,3,2024-03-01,,active,119.0
1641,2394,6,2023-01-13,2024-03-13,cancelled,99.92
1642,2395,2,2025-09-08,,active,59.0
1643,2397,6,2023-02-07,2024-12-07,cancelled,99.92
1644,2398,1,2022-04-27,2023-03-27,cancelled,29.0
1645,2399,3,2024-11-30,2025-05-28,cancelled,119.0
1646,2400,2,2024-12-11,2025-05-11,cancelled,59.0
1647,2401,1,2023-11-01,2023-11-01,cancelled,29.0
1648,2402,1,2022-07-30,2022-10-30,cancelled,29.0
1649,2403,2,2024-03-09,,active,59.0
1650,2407,3,2023-12-23,,active,119.0
1651,2411,2,2025-02-07,,active,59.0
1652,2412,2,2022-12-27,2024-12-27,cancelled,59.0
1653,2412,5,2023-01-05,,active,49.92
1654,2413,1,2024-05-09,,active,29.0
1655,2414,1,2022-05-06,2023-02-06,cancelled,29.0
1656,2415,3,2024-06-16,,active,119.0
1657,2418,1,2022-06-06,2022-09-06,cancelled,29.0
1658,2418,4,2022-04-21,2022-04-21,cancelled,24.92
1659,2419,5,2022-04-11,2023-04-11,cancelled,49.92
1660,2422,4,2022-04-03,,active,24.92
1661,2424,6,2024-04-19,2024-08-19,cancelled,99.92
1662,2425,1,2023-09-07,,active,29.0
1663,2429,2,2023-09-27,,active,59.0
1664,2429,6,2023-10-29,2023-10-29,cancelled,99.92
1665,2430,2,2025-08-28,,active,59.0
1666,2434,2,2023-08-12,2024-12-12,cancelled,59.0
1667,2437,3,2023-12-21,,active,119.0
1668,2440,5,2023-01-08,,active,49.92
1669,2442,3,2024-07-24,2025-07-24,cancelled,119.0
1670,2444,2,2025-07-09,,active,59.0
1671,2444,5,2025-06-01,,active,49.92
1672,2445,3,2024-04-27,,active,119.0
1673,2446,1,2023-09-26,2024-07-26,cancelled,29.0
1674,2447,6,2023-06-23,,active,99.92
1675,2448,1,2023-04-19,2025-05-19,cancelled,29.0
1676,2449,6,2022-07-17,,active,99.92
1677,2451,4,2023-07-09,,active,24.92
1678,2451,5,2023-08-11,2025-06-11,cancelled,49.92
1679,2453,3,2024-09-04,2025-01-04,cancelled,119.0
1680,2455,2,2024-10-04,2025-09-04,cancelled,59.0
1681,2456,3,2022-12-14,2025-03-14,cancelled,119.0
1682,2456,2,2022-12-05,2024-07-05,cancelled,59.0
1683,2458,4,2024-12-05,,active,24.92
1684,2458,6,2024-12-05,,active,99.92
1685,2459,2,2024-06-16,,active,59.0
1686,2459,4,2024-06-13,2024-06-13,cancelled,24.92
1687,2460,1,2024-02-23,2025-05-23,cancelled,29.0
1688,2462,3,2025-08-14,2025-08-14,cancelled,119.0
1689,2463,5,2024-11-30,2025-10-28,cancelled,49.92
1690,2464,6,2024-09-13,,active,99.92
1691,2465,4,2024-11-09,2024-11-09,cancelled,24.92
1692,2467,1,2024-02-25,,active,29.0
1693,2468,3,2022-04-30,2022-11-30,cancelled,119.0
1694,2473,6,2025-08-19,,active,99.92
1695,2474,5,2025-03-25,,active,49.92
1696,2475,4,2024-07-12,2025-04-12,cancelled,24.92
1697,2477,3,2022-12-08,2023-11-08,cancelled,119.0
1698,2478,5,2025-05-26,,active,49.92
1699,2479,3,2022-11-23,2022-11-23,cancelled,119.0
1700,2480,4,2025-05-17,,active,24.92
1701,2481,2,2023-07-20,2025-05-20,cancelled,59.0
1702,2485,4,2024-04-22,2025-06-22,cancelled,24.92
1703,2485,5,2024-05-21,2025-03-21,cancelled,49.92
1704,2489,5,2024-10-05,2025-08-05,cancelled,49.92
1705,2493,6,2025-04-17,,active,99.92
1706,2493,3,2025-04-01,,active,119.0
1707,2494,4,2023-12-18,,active,24.92
1708,2500,4,2024-02-14,,active,24.92
1709,2501,4,2025-06-01,2025-09-01,cancelled,24.92
1710,2501,6,2025-05-18,,active,99.92
1711,2502,1,2025-05-01,,active,29.0
1712,2502,2,2025-03-23,,active,59.0
1713,2503,3,2024-10-06,,active,119.0
1714,2506,5,2022-09-21,2024-08-21,cancelled,49.92
1715,2508,5,2024-03-28,2025-10-28,cancelled,49.92
1716,2509,1,2025-06-16,,active,29.0
1717,2509,3,2025-07-12,,active,119.0
1718,2518,6,2024-06-04,,active,99.92
1719,2519,4,2025-01-25,2025-01-25,cancelled,24.92
1720,2520,5,2025-02-28,2025-03-28,cancelled,49.92
1721,2521,4,2025-01-04,,active,24.92
1722,2522,4,2022-12-29,,active,24.92
1723,2525,3,2025-04-30,2025-07-30,cancelled,119.0
1724,2526,2,2023-08-15,2023-11-15,cancelled,59.0
1725,2531,1,2025-01-27,,active,29.0
1726,2532,1,2025-05-30,,active,29.0
1727,2533,3,2023-09-20,,active,119.0
1728,2534,3,2022-03-06,2025-05-06,cancelled,119.0
1729,2536,5,2025-07-22,,active,49.92
1730,2539,5,2025-04-21,,active,49.92
1731,2543,3,2025-06-11,,active,119.0
1732,2543,1,2025-07-11,2025-07-11,cancelled,29.0
1733,2544,1,2024-10-26,,active,29.0
1734,2545,1,2022-09-04,2024-09-04,cancelled,29.0
1735,2546,1,2024-05-28,,active,29.0
1736,2548,5,2024-01-22,,active,49.92
1737,2549,1,2024-02-04,,active,29.0
1738,2550,4,2022-07-20,2022-07-20,cancelled,24.92
1739,2550,2,2022-08-07,2023-03-07,cancelled,59.0
1740,2551,2,2023-12-21,,active,59.0
1741,2553,1,2025-05-14,,active,29.0
1742,2555,4,2022-07-29,,active,24.92
1743,2555,1,2022-08-08,2024-12-08,cancelled,29.0
1744,2556,4,2025-10-19,,active,24.92
1745,2557,3,2024-07-20,2025-09-20,cancelled,119.0
1746,2558,3,2023-08-28,2025-10-28,cancelled,119.0
1747,2560,5,2024-05-28,,active,49.92
1748,2560,1,2024-06-28,,active,29.0
1749,2561,4,2025-05-20,2025-06-20,cancelled,24.92
1750,2562,5,2025-01-16,,active,49.92
1751,2564,4,2022-08-23,,active,24.92
1752,2564,1,2022-08-23,2024-04-23,cancelled,29.0
1753,2565,1,2024-02-24,2024-04-24,cancelled,29.0
1754,2565,4,2024-01-26,,active,24.92
1755,2567,2,2023-05-21,2025-02-21,cancelled,59.0
1756,2569,1,2025-04-22,,active,29.0
1757,2570,2,2025-10-19,,active,59.0
1758,2571,6,2024-02-15,2024-02-15,cancelled,99.92
1759,2571,1,2024-02-13,2024-04-13,cancelled,29.0
1760,2573,5,2023-10-31,,active,49.92
1761,2574,5,2024-04-24,,active,49.92
1762,2575,5,2023-05-08,2023-05-08,cancelled,49.92
1763,2579,3,2023-11-11,2025-10-11,cancelled,119.0
1764,2582,3,2025-08-17,,active,119.0
1765,2582,4,2025-08-19,,active,24.92
1766,2583,6,2024-06-10,2024-06-10,cancelled,99.92
1767,2584,4,2024-03-27,,active,24.92
1768,2586,6,2024-10-22,,active,99.92
1769,2589,5,2023-05-15,,active,49.92
1770,2593,3,2024-09-08,2025-01-08,cancelled,119.0
1771,2596,3,2025-05-02,,active,119.0
1772,2597,4,2023-07-29,,active,24.92
1773,2597,5,2023-08-11,,active,49.92
1774,2601,2,2024-11-23,,active,59.0
1775,2602,2,2022-07-17,2022-07-17,cancelled,59.0
1776,2602,1,2022-07-15,2023-04-15,cancelled,29.0
1777,2603,5,2025-03-15,,active,49.92
1778,2605,5,2022-01-07,2022-01-07,cancelled,49.92
1779,2607,3,2022-06-18,2024-02-18,cancelled,119.0
1780,2610,1,2022-07-26,,active,29.0
1781,2613,2,2023-06-17,2023-06-17,cancelled,59.0
1782,2614,2,2025-02-24,,active,59.0
1783,2615,4,2023-11-06,2023-12-06,cancelled,24.92
1784,2618,4,2023-08-20,2023-12-20,cancelled,24.92
1785,2619,2,2025-07-05,,active,59.0
1786,2622,4,2025-08-01,,active,24.92
1787,2622,3,2025-08-11,,active,119.0
1788,2623,2,2024-03-11,2024-03-11,cancelled,59.0
1789,2623,3,2024-03-29,2024-05-29,cancelled,119.0
1790,2624,6,2025-08-15,2025-08-15,cancelled,99.92
1791,2627,4,2022-08-05,2022-08-05,cancelled,24.92
1792,2628,4,2025-01-10,,active,24.92
1793,2629,3,2024-05-27,,active,119.0
1794,2631,3,2024-11-14,,active,119.0
1795,2632,3,2025-02-27,2025-02-27,cancelled,119.0
1796,2633,5,2022-01-26,,active,49.92
1797,2634,3,2023-01-09,,active,119.0
1798,2639,4,2025-10-05,2025-10-05,cancelled,24.92
1799,2643,6,2025-05-28,,active,99.92
1800,2643,1,2025-04-02,,active,29.0
1801,2644,2,2024-12-28,,active,59.0
1802,2646,6,2023-12-20,,active,99.92
1803,2648,5,2024-05-17,2025-03-17,cancelled,49.92
1804,2649,1,2024-03-25,2024-10-25,cancelled,29.0
1805,2652,6,2024-01-14,2024-03-14,cancelled,99.92
1806,2655,3,2025-04-28,,active,119.0
1807,2656,6,2024-02-07,,active,99.92
1808,2657,4,2025-05-17,,active,24.92
1809,2658,6,2025-06-12,2025-09-12,cancelled,99.92
1810,2660,6,2025-01-01,,active,99.92
1811,2661,3,2024-04-28,2025-09-28,cancelled,119.0
1812,2661,4,2024-05-19,,active,24.92
1813,2664,4,2025-01-19,2025-04-19,cancelled,24.92
1814,2665,4,2024-10-11,,active,24.92
1815,2666,4,2023-08-14,2023-08-14,cancelled,24.92
1816,2668,2,2024-12-13,,active,59.0
1817,2670,3,2023-09-18,,active,119.0
1818,2672,4,2024-02-25,2025-08-25,cancelled,24.92
1819,2673,1,2025-02-21,,active,29.0
1820,2676,1,2023-09-15,,active,29.0
1821,2677,6,2024-01-16,,active,99.92
1822,2679,4,2022-10-19,2024-10-19,cancelled,24.92
1823,2681,2,2023-07-22,,active,59.0
1824,2684,4,2024-02-02,,active,24.92
1825,2684,1,2024-01-01,2025-02-01,cancelled,29.0
1826,2685,1,2023-10-15,2024-04-15,cancelled,29.0
1827,2690,2,2024-02-19,2025-05-19,cancelled,59.0
1828,2690,6,2024-02-08,,active,99.92
1829,2691,6,2024-07-11,,active,99.92
1830,2691,5,2024-07-11,2024-08-11,cancelled,49.92
1831,2693,1,2022-03-07,,active,29.0
1832,2694,5,2024-04-03,,active,49.92
1833,2695,3,2025-10-01,,active,119.0
1834,2697,5,2024-12-28,,active,49.92
1835,2697,3,2024-12-10,,active,119.0
1836,2700,3,2025-04-05,,active,119.0
1837,2701,2,2024-07-07,2025-06-07,cancelled,59.0
1838,2703,6,2022-12-04,2025-02-04,cancelled,99.92
1839,2704,5,2022-03-24,2022-03-24,cancelled,49.92
1840,2709,3,2022-03-22,2024-08-22,cancelled,119.0
1841,2710,1,2023-09-19,,active,29.0
1842,2711,4,2025-04-04,2025-04-04,cancelled,24.92
1843,2713,6,2023-10-25,,active,99.92
1844,2715,3,2022-02-19,2022-02-19,cancelled,119.0
1845,2717,5,2024-11-13,,active,49.92
1846,2720,3,2022-04-30,2024-06-28,cancelled,119.0
1847,2721,1,2025-08-03,,active,29.0
1848,2723,4,2025-04-23,2025-04-23,cancelled,24.92
1849,2725,3,2024-01-03,,active,119.0
1850,2726,2,2023-10-01,2024-03-01,cancelled,59.0
1851,2726,4,2023-10-14,2023-10-14,cancelled,24.92
1852,2727,4,2022-08-01,,active,24.92
1853,2729,5,2023-06-22,2025-02-22,cancelled,49.92
1854,2729,6,2023-06-24,2025-04-24,cancelled,99.92
1855,2730,5,2024-05-08,2024-12-08,cancelled,49.92
1856,2731,2,2025-03-06,,active,59.0
1857,2738,1,2024-07-27,,active,29.0
1858,2739,3,2025-10-27,,active,119.0
1859,2740,2,2022-08-08,,active,59.0
1860,2741,5,2024-01-13,,active,49.92
1861,2745,3,2024-10-23,2025-08-23,cancelled,119.0
1862,2748,3,2022-12-23,2025-09-23,cancelled,119.0
1863,2750,3,2024-12-10,,active,119.0
1864,2750,1,2024-11-08,,active,29.0
1865,2752,3,2025-01-05,,active,119.0
1866,2753,1,2023-07-25,,active,29.0
1867,2756,5,2023-08-19,2025-10-19,cancelled,49.92
1868,2757,5,2024-05-14,,active,49.92
1869,2758,6,2025-07-26,,active,99.92
1870,2759,1,2025-01-28,,active,29.0
1871,2760,2,2022-06-13,2023-01-13,cancelled,59.0
1872,2762,5,2022-02-12,,active,49.92
1873,2763,1,2024-12-02,2025-08-02,cancelled,29.0
1874,2764,4,2024-03-19,,active,24.92
1875,2767,1,2024-08-03,2024-09-03,cancelled,29.0
1876,2768,6,2023-06-02,2024-05-02,cancelled,99.92
